Machine_ID,Operating_Hours,Temperature,Vibration_Level,Coolant_Flow,Load_Percentage,Acoustic_Emission,Previous_Failures,Ambient_Humidity,Ambient_Temperature,Maintenance_Needed
25,966.5329700123683,73.11109991143195,1.8183439958057275,30.28011961984688,91.17699859231413,77.54835777828697,0,40.48428554132595,33.79472077024966,0
26,1591.834326646726,51.10350707903847,2.148286338347154,40.93294210816307,40.873097712273164,79.42000636919707,1,84.97153252899342,27.000622309464298,1
27,479.3801861008835,90.15275110460641,2.2668476240030966,38.22583745452053,87.59988665516684,74.80513258142618,0,84.84583663768177,17.28206881341956,2
28,1077.0454329858621,82.90644460922547,2.746476311376914,14.756120707119734,47.836057713394446,85.12703285375643,3,58.277451062051426,20.15999498999124,1
29,1225.5876808378807,66.02804683854012,1.8044876665672118,33.64739148464293,59.913547293703544,76.07042218595245,0,77.88208864787052,19.697434174814376,0
30,188.25578416799567,58.977302595441444,2.7397408809304364,48.76466123762954,93.10105800944726,74.30034364032052,0,56.6968786963193,27.696582960108394,0
31,1254.335218612733,73.47561613803552,1.6704880866701648,16.27077749340009,61.815252068782144,84.08940983353735,0,63.84277595511707,15.74823662663063,0
32,423.9958350058539,70.86697699414397,2.664323205772322,44.1162835090166,43.79444738310214,82.87082104181926,1,49.1903405885858,22.09041521281909,0
33,223.5980266720311,73.55668948563229,2.408733563349186,38.10192322215108,41.19080586659825,71.38157310720494,4,39.56816071924947,30.179873526079216,0
34,1902.8825207813331,71.9157739619409,1.5432707101838887,40.96013251639039,63.108863665649366,84.27500817355111,3,74.79219502884192,23.866266888290042,2
35,1934.7008628416627,75.06240989305925,2.153519618625911,21.278333085705817,83.38706967835878,76.29203680452972,3,30.08357067114814,32.69280396047054,2
36,1635.9549614212763,84.47305699391806,1.9743820822339042,21.5155571751937,99.80436007820109,78.1294773621804,1,64.77316137892689,24.78053342141976,1
37,678.7661614294043,75.68103205128646,2.3127922968375003,46.24077823105952,85.11860399016314,80.93510053846968,0,81.88116158270782,39.48143820944446,0
38,285.57701661212934,59.50344501090059,1.8883642057833452,24.393281283702347,91.39083712599975,82.9331244130841,4,43.27663720658703,39.13390717645785,0
39,1400.042750373098,83.62562852712452,1.8463768871691342,12.52061562771242,82.34826526544217,82.22739587343763,2,49.97396740788014,34.99601786161478,1
40,936.2897381052425,86.40614563488288,2.684547291381426,34.02386814317801,92.68045705292742,79.75090834547,1,65.24915117186777,38.85976320128778,1
41,331.8726462050798,101.52056734512085,1.9506395527721636,14.992706761673706,35.340548031973924,77.87678335542044,4,44.812214791868406,20.119456040441577,2
42,1040.8361292114132,58.76505966760402,2.413211162095883,41.863849656316326,95.09521192871519,82.06110346782724,1,80.84921143984698,33.77307914490851,0
43,165.33819011891495,72.42882013150275,1.8873242574779001,35.6698577000423,57.74843076079593,79.40806081327887,1,51.9961900267533,23.041465832986425,0
44,1827.7087639496858,49.17901296811013,2.8333316296137614,44.98906020884833,94.51299562963112,89.02677229562963,2,64.89682318919317,33.13235797357309,2
45,591.6819650400321,75.53149156379209,1.6608326853322533,41.39348999130541,35.30129862216329,82.9320450498495,4,43.56726885595253,24.347336540829982,0
46,1358.7923402725658,64.51799701833227,1.6929282343764076,14.484545933527846,80.06700699847951,75.38292187504823,0,32.48318021945914,22.23551649360464,0
47,692.2510445698808,89.23445794824953,2.7622585905579515,25.242827057376893,81.49821240691432,77.61200024313175,4,40.422015960819635,38.9698773805415,1
48,1088.1292402378406,62.25385029981418,1.7775268045523736,40.98240999658349,99.78376225084409,80.24096088629915,4,32.77193625652819,20.247136043895953,0
49,1138.7495307522313,53.10816962032739,2.800537153082196,26.69365893065303,83.81986894828697,86.49715607535228,0,58.116233976793154,33.96421486516407,0
50,451.22346549850135,65.2873625929748,2.4459202897974066,48.89461939119913,56.78015940709247,87.05552504556067,2,65.19824345508297,31.86680408011388,0
51,1942.2107927526613,50.24512228782862,1.9226751467195833,39.42961799573797,69.00739861329818,78.01932639817218,4,32.680512461127165,22.586941045201606,2
52,1572.7523643861177,77.5109945450731,1.0933532639914207,10.619996667612842,55.65856567166132,75.33182891705279,0,35.42893329227597,26.45857543730699,1
53,1885.0479889719593,49.349169537436794,1.9903408478640823,45.19942766243346,43.72130517134007,74.69251179396906,1,59.13150160862105,18.57357739810823,2
54,1800.1719658125328,70.28457581183159,2.0508150267667125,14.032191394742304,47.39516292515915,81.2621437860789,1,77.95079593205857,38.03021510926807,2
55,1236.0099597410617,49.22188180143803,2.5836088666521864,15.620948967203434,45.54073739920246,91.51892154608747,0,67.68055073494315,39.20299503818576,0
56,1851.561046543922,66.79702195463358,2.794223588120056,39.37969602444204,68.41707311142491,82.69547052127551,1,36.28261320623216,33.31157579378399,2
57,268.13575389864707,86.43378155804534,1.6575064104281263,44.59874237721921,93.43124441723253,72.03043736657996,4,83.25253643048968,36.235508595815745,1
58,472.3674385963759,73.60647891435795,2.4005908819940913,31.45398511598224,93.89086382618783,76.36997948377,0,85.04701408738481,17.065435770032966,0
59,185.93184893002234,61.36506395035066,2.382701078006675,21.561989317831166,33.83346442680779,76.88042899077544,4,49.497409670967656,24.59921544890979,0
60,718.1276284502022,69.68796511060916,2.536706351205223,24.05262181012702,35.59295806663255,75.88998739942546,3,66.96106751288173,23.27027787205537,0
61,838.4868504100158,70.18016872044447,2.2493449560677723,23.71557318384224,47.158334002064045,78.0605308753289,2,59.53962901108271,29.123789140476724,0
62,615.5631603704022,74.72630345843406,1.028751154519115,23.06712415238049,47.85416167286324,81.8469743050997,2,86.52142611778933,19.583882366854613,0
63,1674.6012673886657,56.331416367191736,1.9222887837361202,19.716386872865993,36.64224226674758,83.40990584661323,2,60.524911976924145,29.084533015674943,1
64,777.8313207178196,75.92567273847331,1.4221462125415423,34.35468378516932,57.19243388214083,85.45881745458323,0,87.59794882272385,31.359134139414707,0
65,633.7755684060235,42.95608368397225,1.8986971135409632,46.01621274260269,71.14077748839011,82.62101286523588,3,41.96055303181237,18.30882729643157,0
66,1131.1225580006721,63.70115447636189,2.490002118066947,22.283296523333647,70.47135404196246,70.2292487983558,2,50.7322054617408,18.293017721636097,0
67,367.756027452049,65.11726157548455,2.1525754179374865,17.467771898456483,68.04007768810149,74.71347706234343,4,76.88071440576825,15.885584746078777,0
68,1624.1742634326754,76.33326826071239,2.5740454331987164,43.54310665485699,53.707034742124804,79.20952981570404,2,77.01664413560206,34.02231124060361,1
69,241.64622299156457,70.22630852676869,2.1708769603567695,39.67133323558813,79.45189797216065,80.7363992788374,3,73.93099643740231,23.27521342097012,0
70,1975.0851795409828,55.944369461437134,1.3508370301655486,47.23348126239642,87.853875868675,84.30709179938128,4,81.57668787991824,20.635511393620057,2
71,1567.265061663649,60.15006874182985,0.7395764967136327,16.620789424196385,54.23919865341859,80.21592088108386,4,72.15277037662872,34.45235987613073,1
72,477.5597949149276,71.98680009547407,2.074404380839795,15.770052564663661,35.98747515096234,80.25353626931837,0,68.16510866833403,18.581392252238487,0
73,110.49202253484455,69.20932658135443,1.8930367668244172,31.657175772199867,50.74311757642995,81.1889868156953,0,57.53550078465072,25.679585677432623,0
74,1649.3767140641849,64.20875890364253,1.511527130309059,34.57734619340381,39.615805820243196,78.724891306094,1,58.02526459975961,33.61966688796318,1
75,1443.0289533104726,65.19166210488021,1.1496863751743112,29.206937674383582,62.71511090590266,80.43442569938905,3,54.3696895922545,29.345807939679414,1
76,1485.1136192778758,76.96167997159289,1.6326283932636454,33.95866545295502,40.91546059212548,85.62916089505876,4,67.21270798222922,28.850003587310578,1
77,1565.413658703297,64.82307427130786,1.902754257567612,17.215190755002855,62.39913303605841,79.58044550607998,3,54.399835753979616,18.93658526790063,1
78,240.68483829477168,69.11908755970927,2.332938911853195,29.184550166563334,45.47020246272534,79.84893636607859,2,38.84965884519582,19.523318195868526,0
79,781.0848842341179,91.69936588080543,2.09431554078399,36.32370243758672,81.7111773823682,79.83207297616406,2,36.391776972518805,29.56396984774353,2
80,320.15121309774645,55.76317363116077,2.8040336235863643,27.308257969948148,31.929776858509193,86.48886906895585,1,85.46833651462667,15.589171527016502,0
81,1739.8965091636278,51.481572684253415,1.4821979719773029,37.177893432663915,68.83224126823478,74.45973336585278,4,31.484334452272986,36.72794972408526,1
82,1284.26644097236,77.83589664798606,2.440529446028717,28.047651222153583,41.86417924440397,88.87923447395598,4,36.32803570833915,23.76177001602437,0
83,728.7062472200334,63.21356938705897,2.023649371564364,23.34398323369109,30.069430512873893,74.11809072742244,1,56.7182924787352,25.41540542543318,0
84,220.7608655434449,66.8176247225738,2.3473345620592925,22.144201883483696,90.8440061645365,76.7288986933612,2,45.77557601426279,21.460808368315,0
85,690.8664112597581,62.18843621868886,1.7817425683672283,26.43608235954352,77.00694514698473,83.7236913485766,4,54.350934024128755,36.91677748157758,0
86,717.8483118508194,67.40199859232487,2.535840186945295,10.923584907288033,36.92599754353664,85.15158347736836,3,37.046842895633,31.062601820147627,0
87,1486.2517388423216,85.98538112096341,2.1476123791726214,36.74100553784455,76.48506573786989,72.98250491500755,4,37.85441621084244,26.24771172587667,1
88,1311.359195574905,78.0212845861812,1.6602775075411254,43.80422563921047,72.8153132916319,74.53649068376457,2,78.03947452350693,29.63271989149353,0
89,1785.7042108950204,78.62223511886977,1.993987985543406,24.185083777724742,63.134968093024234,81.38921404735925,4,75.54652464601823,24.509239899384774,1
90,997.2083578077037,55.837729442073545,1.8802220705314503,11.841325445668742,59.34806688979298,91.72209693881898,4,36.25517194347686,26.639561957110303,0
91,327.22906728277326,58.488462634471304,2.2445891753188967,49.471023895422306,92.09488340410144,86.2313139049934,0,70.0674248939412,23.940804835357113,0
92,1455.1650957236905,41.60921340514573,1.4101116253127457,20.54793021804268,47.160361392821585,78.75951475184095,4,66.558679401329,25.266869855270883,1
93,1545.491592372105,61.90619178917246,1.9853241489421527,15.06484486763092,57.88170399093683,67.90435430962123,1,72.80176336081378,22.87441360023576,1
94,1166.4266753820427,79.56703186385658,2.1976536263246653,24.79010031892112,53.038078902637906,80.4082136721058,1,58.46693427374845,16.941026938650552,0
95,1564.837641913666,75.16946515748371,2.0165116535965164,39.54228162534227,83.98407203256434,81.81148401823278,3,46.199209652006445,15.93365695407922,1
96,1038.2116330923423,67.78486737047876,2.6734706221944977,21.75666387562263,94.15257143627775,78.08652429458598,4,69.82075016139169,19.352655106693465,0
97,1093.1923758257888,69.77699716281947,2.387011387035526,32.98812815677951,89.48471891181613,75.74638004726702,3,52.28144559136932,21.29094359571826,0
98,912.3279348812443,63.11114457424594,1.9962596016296268,26.62239977748569,85.83927512098379,80.79582630160694,2,43.13717406072963,37.26179651474206,0
99,148.29634081378086,72.04758882401784,2.1083445487488364,14.71055969106474,99.0752961899058,75.2886940305302,2,54.51774082315699,30.28121636307762,0
100,304.9937112872784,77.65878279480614,2.1478327757409996,23.21148049968441,78.80011852872695,89.36224330404362,0,75.79619013605723,38.95742924059977,0
101,159.71545280479506,53.84113212589527,2.201649802083412,38.994820228562666,82.57376538494736,87.58372398766909,0,58.54759179217211,23.49117150489074,0
102,1309.1797814011827,72.99647687837349,1.087171002167696,34.48015589325783,98.79617777935132,83.28956315796381,4,47.991855806005326,25.043450095010925,0
103,697.2763640450207,79.32434870954667,1.8492368521153264,14.79113519534244,30.489354977942185,80.44855284559658,4,79.9121168894297,32.993830689746424,0
104,1066.284313212935,65.8489971103663,1.257780465903287,16.532896388572343,74.38338635054555,76.6991795669322,3,82.89862531085609,29.44755194085076,0
105,1824.3763004595767,77.00700612120583,2.6391404737297433,35.62933437229782,81.72800723673026,79.8960640805455,3,55.995025426360485,28.197002009552463,2
106,573.6552353828624,98.14654444472552,1.9695752399985362,42.53661657283475,94.24789376300365,88.19648567603637,4,52.48128124361368,29.38910103909813,2
107,879.7275537676965,68.95657207013107,1.9033295251601887,23.978979838326772,91.86910129290399,84.34327029218313,4,66.76193682113791,29.603382806911494,0
108,1535.5471632317924,73.93307050005323,2.4483986660166175,33.81243007373801,88.9372476863656,81.01846139238229,0,33.478466763474785,34.143510605113285,1
109,534.7165144340827,62.61942916338609,2.2111623987249374,16.825743550084212,96.20538903591927,84.61987167083798,0,71.47938963405582,31.702050682875225,0
110,246.2618286747067,71.81251162602051,1.4356827428103964,22.455053476212953,67.61654315395953,82.72805331690414,0,76.93725632263481,38.93285621705171,0
111,650.5277605361592,74.60271624982303,1.9645473187363156,10.810808226922104,30.484406690937874,81.98138769943436,4,53.8465156354303,38.69907545141083,0
112,406.3204457826084,71.94842340270138,1.8324165133868076,40.731037911980906,30.773807908790666,84.90281629495767,3,40.47695100044379,25.54807124195574,0
113,1866.425539450889,59.80304680291143,1.127733555696973,26.040392790918673,68.12473389325007,82.5851382241238,1,31.72910250845181,15.89306523779776,2
114,1635.4287211723922,72.0636177132545,1.6548618833813977,42.64502294615816,60.46905672047589,84.2927573505169,1,68.234735969226,15.276869555468181,1
115,1303.4671373698045,84.62195938717636,1.9082298389917671,38.33491984090905,61.587153735581396,80.80693524817255,3,46.13960439809459,18.079835122196943,1
116,1755.7751213566637,74.48635764514528,1.9425245342540787,43.14977062913908,58.028331604702586,78.72937088404949,3,57.83337522727706,16.87243497245239,1
117,1626.9769461083174,79.61987189071841,1.2588842881613456,21.42634678331531,94.2408066363865,77.25918560529925,3,53.181331299451855,24.334151224271714,1
118,454.4831118834681,67.62988029987372,2.575832791523738,17.40434921711381,55.14192458188529,76.6634519726452,0,40.49308775684776,16.321864972100073,0
119,1795.8620971309579,77.49900239423711,1.9489484705542806,48.87622730606682,89.93588592341582,71.97414778779233,2,60.50212010764224,30.622850903427953,1
120,1124.7502596397364,72.79267838216526,2.0187765383302816,38.69311148163478,93.20053556541487,75.44030026594167,4,57.57561136444428,19.75435564988193,0
121,1634.136294811719,60.49089270312768,2.200320819169918,43.361690717066814,64.96512389992684,75.29573235208909,0,67.44885737218993,27.84913296423969,1
122,1802.573469854637,73.18521004798875,1.6059618730481644,10.525334948397349,61.28566261555618,77.46327402007982,1,45.113099671787204,17.576969565843378,2
123,704.2066024465414,60.0830333655969,2.2281779865663482,24.17846481183546,83.27144229508127,87.81122105319146,4,42.87834479120435,35.6932266457073,0
124,309.09865660258583,63.67119725115208,1.8164626769909085,39.71266762309327,79.55800553479176,79.21219022223111,3,78.86070358538832,34.4989707048329,0
125,533.0768088296892,71.89328307292374,1.5517072296764043,13.119313319599332,52.997458161734414,81.20883444942154,1,72.13153469784248,24.662180526284885,0
126,911.504798389887,72.97244273380124,2.2867237466776995,32.69359718275743,37.17836881472526,81.36659822255963,3,76.3323871014938,37.7648333131396,0
127,1654.228055252737,58.10767534922871,2.745836929400904,27.16291069820013,48.539668012773625,87.93790456421183,3,37.39738870530169,19.64251615463443,1
128,1735.3881081870525,80.53985771182876,2.362414686742916,10.704660285644291,39.17199540686093,77.12207273077354,3,43.44237859962106,35.348417630325905,1
129,113.20904800926233,75.72006278300474,2.4614887825702154,19.439023084778057,50.6312593043684,78.88738959870969,4,64.53189097221839,28.64638585941595,0
130,1070.419874897375,62.95271564389116,1.7396846967188506,21.391679562668568,48.327509590655936,79.46900314112908,1,81.43208081237448,23.239501707468513,0
131,893.0809059826801,54.624152035508246,1.201190135415772,14.4743978538529,74.63979967206996,85.68267427887383,1,83.5268785901082,17.109023372940193,0
132,522.0048398943875,68.55095420918569,2.7450687610499207,35.26147638970642,96.81472199183457,86.72052846877227,3,79.91459773529564,19.28277816019377,0
133,327.7441979339973,65.5405628613884,3.02725744470238,19.695915050075563,78.00206126313385,82.37291909846972,0,32.60387676506564,36.57156513389219,1
134,741.4688256668932,71.13140457053022,2.771403386884841,21.104779984775533,94.86545856451987,86.1645468703094,2,79.25275107934357,30.172151879792885,0
135,1891.5284374337864,66.36883338844433,1.8321070305101252,45.9295439280059,84.88925810259104,80.88830498234495,0,83.9454706512649,20.927388959912488,2
136,714.0855708394349,49.9254313925499,1.4226828306355779,28.684923707725577,80.95143354498212,79.13698376191589,4,33.404945409159126,27.396321936389114,0
137,1085.7021813123956,66.11653061698841,1.4671586510902168,25.685125878770894,58.9843358149339,85.89362043292812,2,54.97685362661929,17.695916745631045,0
138,1435.7360219008378,66.94380888931687,1.1581337161929757,38.95484153258869,52.7356152004358,82.43808837616899,0,62.1966193978021,17.47106229171482,1
139,790.8962445206586,76.3366102477406,1.9463106907949772,46.38455187531648,89.23941607310434,76.3223466704621,1,43.96502237300998,37.6941162909292,0
140,1946.3859571698254,63.0180032538895,2.802838979041227,11.001453449497753,93.37752630503037,84.98710469062175,0,61.00113936222664,26.44640723157273,2
141,1928.6498603900113,86.78674673372566,1.9291686840638784,27.929553862215858,61.631774555565244,78.9575368448986,3,83.15734727766387,24.039178848778423,2
142,578.3863620681918,50.883594493482434,2.1511614501741376,34.43125424311789,30.63441687306511,78.34588238637897,4,82.01655038074587,38.72679566610652,0
143,1044.7721611955324,83.11167497802624,2.6877984821521044,22.742523925039585,85.47717412345293,84.46502184099856,0,86.39023687544886,24.975016965179243,1
144,671.6687886518623,67.75681029121895,1.7979523440838001,40.89630888492967,49.954818833060415,79.55583929577543,0,59.046587903672524,23.40605320133951,0
145,641.1969393171885,78.59584872343557,3.017765728359797,48.85908281081095,30.69215055118445,81.94479268020145,2,54.634016717635205,21.824654278946056,1
146,170.0851999736123,70.79801484058733,2.9960472037487267,47.73709465001133,86.34919912832855,83.309697920354,3,69.9472691419412,29.126570518677383,0
147,1258.172234561804,81.39555536025469,1.9344443306597587,20.639301575197674,66.21899321718287,76.08528460363807,2,55.00563465606205,28.960264806892788,1
148,1055.090144134837,66.12638035447189,1.7112328679903936,19.05353113749944,77.96475224369283,81.92425282341101,4,32.51667576005146,15.40485439992404,0
149,197.80962737497975,59.01379574822188,2.3486190231951563,48.29962124084884,94.02828748011342,86.74736552630812,4,73.1952871302273,31.351558098932664,0
150,629.4282820495617,84.20504287271064,1.826237528740571,28.345139497258636,67.88216810966738,75.21766428130195,3,46.85903647696942,34.707677575661336,1
151,1825.705183336642,68.86519354117858,1.4217223914663317,18.33190892338767,65.22358508052761,82.24954444415614,2,32.94511873603143,30.399113560759737,2
152,555.1675922672475,72.2155847362421,2.64061932676149,38.27987854521673,50.34634849437845,75.85266132709856,3,31.23726459161425,36.74720345710094,0
153,375.3002569733239,82.34751914044796,2.60822369363854,21.376812956151664,51.36356841079669,85.106988419202,2,85.88167611463909,21.9104090259169,1
154,1029.9602445273697,59.68044757905565,2.0777558018817803,20.689879002842094,85.7579446220752,85.05952791874886,1,45.124560518650135,19.799485069218562,0
155,1972.7358628101413,75.95490897639257,1.368567623135911,45.16996172311139,61.43204719101559,78.22838829875451,3,56.87395155138381,32.43195234549934,2
156,559.9050158718508,64.10105243537109,1.3852368743913068,16.499166135076138,41.44683460256843,91.0481432609543,4,87.03458717393133,19.713977555008185,0
157,1377.0575400711693,68.67830644355628,2.0536146442095764,12.575717858649455,36.61701348003469,85.53312654568643,2,58.05101872684351,17.277621984381575,0
158,1547.0772691245634,70.7227896538429,1.7500644827474838,20.767457606867488,63.104408180324555,83.53464492568085,1,34.71655941157868,17.415376713491547,1
159,551.5113335855594,54.997781385530644,1.829453533929196,34.27781651352815,62.546851653241134,83.25305448053068,4,63.11616283479955,34.209837330642955,0
160,1483.6110623625332,62.211629571795655,2.5109815775300017,14.923514136130823,75.74207947437773,84.91963454603112,2,35.29191920724391,15.71843254170261,1
161,798.7879521665811,83.5107289241314,2.3665896587112787,28.86378689107175,62.97472344215985,75.0217879637792,1,35.70527270241218,22.23641762098,1
162,1301.381078127801,78.86191188584796,2.6890713402488062,35.09348441701279,40.04329928939503,80.97303799230512,4,81.08862442814758,18.22966024860192,0
163,1303.7064504456998,69.37360422672765,1.5046883883113713,43.94947970372696,65.54620193589595,81.91595192688663,4,47.36529260187537,33.87275366998763,0
164,1117.9718997420412,72.43123458512893,1.828404215656644,19.194783648090173,93.47525827202176,77.9993196834872,1,70.72021200674618,27.5873271393246,0
165,271.5505631033758,67.05757494363543,2.3794908477300565,42.693852935311575,41.16089881341487,82.32397634721983,4,60.5354601197197,20.13731036244168,0
166,1687.0747416195522,83.56583385827982,2.2240391705064457,19.396250445249542,78.28282486844242,86.15847150217003,2,43.339601472264846,33.76027246628168,1
167,709.482123446298,67.99647422205837,2.766190191293811,37.07066164958562,71.57014854758685,77.89115456117047,2,61.06921791919246,33.759162728454086,0
168,454.38516975972306,72.31842092134848,2.210268352952035,27.226942859298205,82.40100086982619,79.72787849814347,4,34.13961215398517,28.075566176716265,0
169,177.47276895405145,81.46030144142065,2.9240545520527763,14.587249695146806,40.54201913993149,75.89707352073027,0,50.83274097538256,21.896244676380242,1
170,1222.6965920576595,62.226285151540935,2.2700089008615705,38.57053851287395,95.91237358341962,71.06505495094603,1,61.3701735012295,29.65692748155554,0
171,1387.3722875003366,85.58789184496894,2.53108372379433,18.710504741960712,73.4676499437011,83.89466090260255,0,43.70366028513912,38.338252518854794,1
172,131.5168749629267,54.69538590256623,1.8382425266077713,17.064937040983658,89.29497963837957,79.87133102580377,2,69.61128781088163,16.29090969065547,0
173,1072.9768107686339,86.29642131112799,2.0071436059419945,24.33291714357533,47.262473457616494,80.23789708576393,4,33.1087153017784,21.67374616554481,1
174,530.3419728760821,66.27324416048026,2.4554722019197377,36.13160979037934,81.7589022578573,75.06613190913237,3,59.08859387223761,22.124229884816952,0
175,1325.8283017779547,67.57301252174719,2.806489085296527,19.359859151625113,84.67214930337433,79.07248235481904,3,72.899746877363,30.795291589622067,0
176,431.29621510948374,51.09989828817057,2.3646184746553764,17.34646155127543,57.820469067095296,85.48296894591061,0,55.79676353740637,31.27910991654868,0
177,1412.7817023946852,65.45205282622307,1.9584141140326903,10.398145028534573,56.87674170183955,80.0041066838973,0,82.47518491913628,20.157884873592835,1
178,834.7971579710211,59.60193468973116,2.688667514764171,28.86572388406894,76.04573855180246,80.14591879027707,0,67.93156687443994,20.402514941562767,0
179,1879.7869785997955,63.923536546265275,0.9040106718600596,27.14582277260731,36.538537723215114,81.03764138931712,2,87.50957496352427,38.20531711297924,2
180,361.2897938773872,68.62689034211121,1.288882749246563,19.35470974549505,81.49369051522562,73.81808935796772,2,47.04730876649872,33.90747044157027,0
181,748.0260669954912,79.57791614472906,2.3408171118341947,12.14608656038763,33.002073188758764,83.12460232051178,4,86.32735985128483,38.35674246329299,0
182,315.59969035711924,72.07603351400626,2.0070541781265625,27.170234983833478,43.34132107845782,73.72400942542085,2,66.4093553931418,35.74157470406746,0
183,1856.9178747292692,73.07676653401114,2.3027568255620827,41.52820444286525,76.4900630068957,75.30192209360487,4,74.71073395280392,25.052949506592462,2
184,1766.9447714238638,59.044806111544375,2.032203761215971,38.611285253087075,36.882656696437465,74.75392615496418,4,84.12966702260681,18.047690921129202,1
185,590.0890926587956,61.192459103972695,2.2854728473019366,44.43179559440681,98.0289464033753,79.12387516684727,0,63.071831279509254,30.738759156418446,0
186,1353.96968746494,87.98725018351311,1.5927985895034047,10.383307508526226,90.78773466233304,78.23773648231071,3,81.73084751697992,23.79977655644136,1
187,1652.7221803823102,62.647989652367535,2.2852430430398454,48.65677267218394,73.84116326847155,79.99387480845873,0,62.50181637528332,25.635299764795462,1
188,1154.8815420389785,86.56208252057296,2.497207264103792,23.656490105097934,87.3340218968545,75.47371920111779,2,65.95193565703426,25.646993523601456,1
189,1106.3360988764123,67.56938801119134,2.610275301965616,49.61591184367859,92.13060340126975,85.02747660153189,1,56.70591437384313,38.41299054160532,0
190,559.5193527108581,70.02287936143505,3.0067771473243496,20.104778424070986,48.16329547002729,84.17013784363165,2,38.738313110406175,16.72156047981484,1
191,276.8952588312085,80.7036516022993,2.1220492217511935,28.86145550312979,89.45881115645236,79.1309324355414,3,63.210194000932,19.82759403674346,1
192,1804.7099401113207,82.71892421938657,2.1369555434235896,24.15710706301215,43.63556485463212,77.6081664170603,2,88.64689381597087,30.19857177537355,2
193,1810.7943086103278,68.89187439720912,1.2384137679130762,24.230428599772104,58.933958490417076,77.103212533274,3,77.23115974393706,37.09395164717233,2
194,1302.892768819209,66.11756946478461,1.7342942994307875,43.69128394992863,69.07817418740196,78.4492750249466,1,74.84990908520618,37.948566296749775,0
